time,col1_boolean,col2_boolean,col3_boolean,col4_boolean,col5_float,col6_float,col7_float,col8_float,col9_float,col10_float,col11_float,col12_float,col13_float,col14_float,col15_float,col16_float,col17_float,col18_float,col19_float,col20_float,col21_float,col22_float,col23_float,col24_float,col25_float,col26_float,col27_float,col28_float,target_boolean,target_boolean2,col31_integer,col32_integer,col33_integer,col34_integer,col35_integer,col36_integer
0,0,0,0,4.726731214714419,4.434760141121872,6.415553685819686,4.451841817125882,3.789195761618111,5.1948788051493,4.314177505392443,6.240074974135572,4.62338576904857,4.896248754495066,4.489695261642205,6.161428330014685,5.01318504141774,5.872275116384992,6.133342650239914,5.298756437037512,6.520355939518181,3.695345752205757,5.460724777721722,4.679646231870138,4.429086938344953,7.186821971417727,6.447905455584589,5.196316916768939,5.191423673016837,0,1,0.9856553930467579,-0.007973820863136305,0.8757224621130953,0.8488375309468685,0.9870057071739757,0
1,0,0,0,4.70023886386833,4.0656181643195275,3.0354280311200474,5.321565582651035,4.96086970400506,4.8642868477674694,6.419694222424614,6.638741387350475,3.720816474397343,5.733493449364541,5.238075231213561,7.236144032272758,4.757352458713588,3.805745763403441,4.966889918746288,4.6555961906956185,4.787453717345051,4.697281150712988,5.17228896840498,4.308202724406112,4.760730348059826,4.912021407829668,5.385943444722658,5.788220513142932,4.72199763202085,0,1,-0.6935563091705959,-0.6973876205077957,0.07529081400138192,1.0440897768213782,-0.4668213792832446,0
2,1,1,0,7.5706576060841035,4.553251635324883,5.576791139682996,5.765730749568016,5.498385840503619,3.5156094325181098,5.441739202864454,4.714066804387282,5.153220694413691,5.604108818701113,5.241510802019764,5.6488491148600435,5.673604688939115,5.145521801048032,4.110676248503012,4.6334332824715565,4.061059128504503,5.112140478995216,5.0994141820732235,4.8355206662553165,5.588012482043618,6.3226111488203305,4.124103537538919,6.259268275815378,4.165486226374208,0,0,-1.6985677017880685,-1.675370749360992,-0.18977037736171995,1.1239213148937712,-0.4063680980072217,0
3,0,1,1,5.831658065656434,3.8687629243255484,4.001378948057124,4.454195399617762,6.1162817685068225,5.954658208401006,5.950750387468875,6.065277473400348,5.049722876800033,5.128183518485756,6.176653054092521,5.390273735343745,2.712277118674649,4.988202969111778,5.54241364675444,3.4676759384418805,3.7139391101720625,3.707258601338654,4.6433128879987455,3.3948462395685217,3.59864200570199,4.392543513371523,4.8685939066650175,4.975501912120612,5.3835111794027135,0,1,-1.0001320390382749,0.3798437996157475,0.620296733837078,-0.22889144270784167,-0.6461385357989308,0
4,1,1,0,6.048292646795264,3.735215134872319,4.404915840568579,5.052337533204355,4.2080112161187175,4.121983361070585,6.528733120756574,4.3311345507365315,4.783174754736491,5.922259491282103,4.6274088425864806,4.6217456116546805,4.570724197283451,4.265901408724858,3.416838923703854,4.497374323276289,4.894347422215463,5.432174805044682,4.990667529050751,6.8504509406044,3.6307936454302583,3.943236469605833,5.543502692679556,5.968581956724287,5.579231593877085,0,0,2.0042892280941733,0.5856912430227715,-2.1998308381909193,-0.37433951926016534,-0.00011723530762081498,0
5,1,0,1,3.315668845223559,5.471512419618739,6.058087314064177,3.699487103762712,5.987806960107361,6.396561298851601,7.552465818720307,6.117902460553979,5.764210769987284,4.2104188032516765,4.505823621609966,3.1023190750900795,4.889125054587246,5.617644748346421,4.6129543280539576,5.114131353304666,3.8645946243563074,4.646351763602973,2.7395801625458676,6.269907045463742,4.527362889347541,5.094182895644966,2.2387059721361715,5.930286835812143,7.418423550437221,1,0,0.06326183768968469,1.0878339835587023,1.2066696306763138,0.1280410715380152,1.7264456568722735,0
6,0,0,0,4.126246184552268,4.504296682083899,5.113146178236749,4.128018357838088,6.623409721341137,2.6911848107540717,6.21662288920679,6.3779110837626,2.7243788959193838,3.704763484358776,5.472652828621054,4.16825597604193,2.3870990748422884,6.562031156572086,3.2172176955981184,5.5722872800302214,4.473585686043823,4.722023199247367,5.141316933133507,4.829883987952215,4.975184778442496,6.5380598968820856,6.422217185611494,4.138716560833449,2.320463690806428,0,0,-1.4921824997523203,0.741421240359095,0.04029235696827024,-2.0557526752317896,-2.096133183909595,0
7,0,0,0,4.572523696043893,4.405379378972176,5.858719442715018,4.312502090442965,7.215595207836797,5.083838766097796,6.10849054229006,5.8802551887564976,6.531859823267725,4.109990681535256,5.3914682802932195,7.392165277481508,4.021183618795586,4.109589741946707,4.624360987868126,3.6906653315310125,5.552162783314708,5.22380240020101,4.776072306276033,5.793100801918593,5.1096115852671256,5.4551575947976785,3.5878581422188267,5.157702530754682,4.285283752884132,0,0,-0.2642348588902182,-0.7932532766135919,-0.7170031403912407,-2.2070675115437965,1.4214795002894056,0
8,1,1,1,3.7358803394010938,3.5104224878020007,4.774867626623891,6.372683569653738,6.887007688865678,4.559396173726884,5.37818238983965,3.7311224350730283,6.3164776843414625,5.166532988022734,5.79358128508542,8.042782474967993,5.578846475909717,3.8627443682159495,6.137871818763509,4.624655728040363,5.215474476805664,5.92876846455039,4.47297801722163,4.732591067395294,4.832071110273939,3.458163856159219,4.218104962852524,3.761418131712303,4.365454456669603,0,0,-0.4096357632563195,-1.3438712673900806,-0.7120939414775892,-0.6748126844368193,-0.39293156946632707,0
9,0,0,1,4.486001294840431,5.222303625731928,4.673723370338484,4.3608968613999615,4.495496929708799,5.756202441626766,3.559690068681679,3.6679286087689014,4.076611314974456,6.440355273177737,5.763386630456257,5.8184599402771084,4.568782537386747,6.226752962836404,5.961128216149132,4.064309791474059,5.405505437993308,4.5186541898536445,5.395522891426091,3.5741332052896952,4.8725141132848995,4.679146199303752,4.927020597858711,5.989414456967375,2.7359565979890177,1,0,-0.0353947846361141,0.6096632275757842,0.4917175377011252,-1.5922087991889644,0.19280528709449643,0
10,0,0,0,3.66395529598004,5.099949847587262,4.252330379178459,3.0669879343978073,3.6647974393366405,4.734703811406392,5.147557355264995,4.420986865948908,6.841921531168939,4.67090021433417,3.9217234405774413,5.056665387915532,4.858856419959012,4.685311835090594,5.423845286216946,4.458903784723715,3.675441953555177,4.427671826862233,3.429868755266364,5.045570527292503,5.915748449012247,5.393927867588243,4.832953045512914,3.5247672059676427,6.16158481678268,0,0,0.2751497554237096,2.0444940957908524,0.46954240879988673,-0.4144656076741013,-0.7051776649172719,0
