time,col1_boolean,col2_boolean,col3_boolean,col4_boolean,col5_float,col6_float,col7_float,col8_float,col9_float,col10_float,col11_float,col12_float,col13_float,col14_float,col15_float,col16_float,col17_float,col18_float,col19_float,col20_float,col21_float,col22_float,col23_float,col24_float,col25_float,col26_float,col27_float,col28_float,target_boolean,target_boolean2,col31_integer,col32_integer,col33_integer,col34_integer,col35_integer,col36_integer
0,0,1,1,4.16115909034108,5.566584465755447,4.821621713899628,4.821772064905948,5.889819287165946,6.047582315617739,4.871727848155663,6.001739498463616,3.3346222984823357,6.219292020089443,6.991835495529852,6.287157623719237,4.96756078668866,4.8969763692641575,5.052005437032801,5.429774112839157,7.18078818846832,5.384294056420032,6.325640933217729,4.165248970191466,4.477118322135798,6.669563424326882,5.64772629109846,4.859204697207905,5.1121393023778685,1,1,-1.1169725574281815,0.001223028316331482,1.5923767245633713,-0.8226030445765964,1.2618722797790916,0
1,0,0,1,5.14370412478805,3.7611869626338663,5.353363004045849,2.807832974193764,3.6506672702357448,2.5556951746650385,4.992032456189259,4.0755306405582115,5.6260366053745425,4.57402062581315,7.172775544006523,6.195913446848545,6.846754660858606,4.7105497375044685,4.589315496626069,2.708322455781505,6.093858928445238,5.905068250929247,4.496995262874048,5.481881902176138,3.530847798087655,4.33934359944856,4.790563716008786,4.25161563484103,5.777774301296126,1,1,-1.0482408793625702,-0.28399508603253587,-0.2779659154460738,-0.6624840861222052,0.6818395988905931,0
2,0,0,1,5.12652984596438,5.497121299804125,5.532148956798765,3.615949780111359,4.984086453456839,4.649158566463682,6.777742953844701,4.150142712416136,4.21346674459504,6.193435594005182,4.550648777209267,4.0280150452684715,4.814363115648238,5.012674831812997,7.36763524446548,5.7045283450115605,3.853232931865756,3.931968568561814,5.109699879894657,4.607863578119489,5.611393191722748,4.993331107597481,4.385343149515394,4.993212463517017,7.392871043593784,1,1,-1.3595692373500459,-1.1544213332141076,0.18038335508694917,-1.239931432814188,-0.35710849464849226,0
3,1,1,0,5.112220977471223,4.736805672547018,4.601782403062811,4.760576981740623,3.3751288611723664,3.618676921846742,5.085529600751249,4.882130388984332,3.9611574840644703,5.378596686468393,4.0315634434864265,6.160448546210217,6.833579046030249,4.889919100548448,5.120514779959252,4.829711164315572,6.241092058880657,5.417663095041194,6.085631002389283,7.188184918800305,3.2993522437115264,3.792498768189741,5.7439247136947476,5.900107694166639,5.1756725772490295,0,1,1.1838025417863922,-1.0984649611902555,0.6126150257111248,0.5635408637534585,0.06213363680738217,0
4,1,0,0,4.988505703401275,5.654663975101641,6.253827775692999,4.653332882585688,4.563990857656965,3.471022721287259,3.5378244061798947,5.005888543402658,6.004576135245243,2.875597940541059,5.439304452338441,4.723991373527377,5.645277231829111,6.182682590434468,4.915618737982944,5.5997636678019695,4.4294418926783115,5.380837746511187,5.819045249378371,4.628279336810608,5.645667263821276,2.1419639579601304,4.5913111194059795,5.0688340629342425,6.5358796830351,0,0,0.5257687291593136,-1.0180818377602139,-0.6675902814159784,0.5750939613554561,-1.2551789173427135,0
5,0,0,0,5.104357234192391,5.267328775707732,6.141193830313621,4.065758543352417,4.086380978887936,2.578906751024552,3.4062817715526537,4.188722162622736,4.577692022052189,5.70299618975649,3.927328363145252,4.580914097112603,4.9193420898660625,4.470823287651818,4.709055196441656,6.285397511378387,5.157466729867868,5.38449638969463,4.977965335012138,5.872542922189339,4.240613046189057,4.491594419940996,4.217244912789717,5.086632048238718,6.664050835980795,1,1,-0.9460948380823919,-0.05834101244577601,-0.7540374348414015,0.6750859905052753,-0.9166125339039288,0
6,1,0,1,3.869928536553413,5.812121073333895,6.710094581904275,6.415693746684712,5.519387964317735,5.004118957805632,2.349826292641232,6.094977148533216,3.6632186033241156,4.2047866445406745,3.9367382462754215,6.048667439456263,6.092167028606371,4.486514291293804,5.680422004866421,5.241242823936664,5.963241321514796,4.031657672926997,5.4534887980705244,4.418222917709988,5.1612068751345594,4.582171694909934,5.757730981831758,4.389605407414023,5.373422170686686,1,1,-2.2615229928234157,1.2582563309381642,0.21046464132233383,-1.5718304862402146,1.9266867496076714,0
7,1,0,1,5.855268045333564,4.5501273170557415,2.91731316772792,4.857026744881136,8.021194182733437,5.6840306452244045,3.7434679804424764,5.540011447639108,4.820494793412863,5.785180471330898,4.391599863551675,4.670337918583389,7.360887344315824,6.635366573477393,5.96300331494256,4.847063215738826,3.414113033772032,3.646504731105437,3.0092547561015235,6.2820741709469035,6.620535588330883,5.18850870474123,6.497090612275455,5.422099436612316,4.6584614025565525,1,0,1.7395711028780896,1.1507987248606606,-0.0725286099794176,0.7998273266883059,-0.52493481287308,0
8,1,0,0,3.8373854504974565,5.851432729470193,3.4122996993872325,3.6616004170910825,6.294977206396901,4.0029557602758805,5.438402230414698,5.468068017283616,3.8488941664624003,3.1432269936550883,5.542142935114884,4.135565822465097,2.851484843547116,5.097432010824691,5.970868156523997,5.770498474935095,5.181910223056281,4.155047560635404,5.012102062739925,4.358618866368857,5.210441330089275,5.009264772635252,3.6129916854568718,5.301902306821116,4.224442950780541,0,0,-0.9265140170977747,1.282824237491027,0.6148941610562646,0.6777183138733056,-0.054448504346393124,0
9,1,1,0,5.913761950158916,4.585520701642101,4.857805492799276,6.473474748561863,5.050498062334904,4.463140790512181,6.178064584557123,3.999576107960287,3.5288342864479794,5.918813542855217,5.8759007679205775,4.447876577946024,6.179517039474817,4.290835009965903,4.52020745957118,6.319016595555443,3.061776332008784,5.948104505700597,3.850924833124268,7.501980191093469,5.826044051174487,5.8835712277250005,4.762844300403297,3.5546419397022766,4.02956882657362,1,1,-0.3269381859800297,0.17623696662826033,1.0435430424106997,-0.47334111904881965,0.12281505845597658,0
