time,col1_boolean,col2_boolean,col3_boolean,col4_boolean,col5_float,col6_float,col7_float,col8_float,col9_float,col10_float,col11_float,col12_float,col13_float,col14_float,col15_float,col16_float,col17_float,col18_float,col19_float,col20_float,col21_float,col22_float,col23_float,col24_float,col25_float,col26_float,col27_float,col28_float,target_boolean,target_boolean2,col31_integer,col32_integer,col33_integer,col34_integer,col35_integer,col36_integer
0,1,1,0,4.243367016380656,5.076490732018454,5.684349913780252,6.11010375076014,4.436477501896177,4.008555943796154,4.692065540307239,4.357776004306149,4.145718242207806,4.313019720898117,4.354600702099551,4.492247669087198,5.372045188812211,4.348632039521455,4.735611768777449,8.046907629429587,4.226447680862806,7.283289309508811,6.613542355868083,5.477200164688314,5.056625787298599,5.2675143135086255,5.544875595295507,5.995340843337407,2.8867761794376823,0,0,0.3107439757982543,1.0420097131959747,-0.23679830234547292,0.21188664666492762,-1.2195224594644485,0
1,0,0,0,3.725853192609533,3.603968039274463,5.357397788756722,4.1106170589405,4.925319585978247,4.77193865353312,3.889298692020952,3.8701397059031226,8.202685065531746,4.865344007607171,5.410973736258815,5.472048292498665,4.354355181391685,4.789194662571209,6.120516052856263,4.787847478695023,5.625125843820088,5.88135858818388,5.707565972008599,4.146033788738527,5.646527688511724,4.7310756331496595,4.315901595256593,6.756659245006315,7.678167222068524,0,0,-0.8683904630837435,-0.7346875329700678,-0.13256305226800827,0.675274788996358,-2.2350746680077194,0
2,1,0,1,6.3887346437211345,3.7151188987892,4.008692311749027,5.311512530365816,4.694371922714176,4.332053351348391,6.058891794330163,5.256438976652776,5.400107658698597,4.072275563611679,4.858369985065675,3.746529641568476,6.340416918490407,4.68064230855513,6.847470973855509,6.207109854894938,5.437712328871895,5.099663594299748,2.694335782262869,4.986867850707345,7.124445694597232,4.515152748881134,4.806625842452668,5.065737114128301,5.168830092331561,0,0,0.2668941730651835,-0.9391981842667193,-0.10477732409551406,-0.9257406014180541,0.4528241030603672,0
3,1,0,0,4.191763075036146,4.134485773441214,6.624324910296451,2.3091127232663253,4.887648488611643,5.033101034672243,4.3909315374919125,4.210265227926737,5.700711449312533,4.613903447426953,4.522086491674714,6.324218646884954,4.024842486923916,4.482715031849424,4.935941896964033,4.882270255510266,4.50964835715942,3.9768691316723235,6.003338355974951,7.088587839151161,6.760610049049997,5.1997489253587155,5.01845209401958,4.500332717914978,5.1849230074144135,0,0,-0.5966517710500956,0.10244309510807889,1.010368278263081,2.00779686284072,0.9141543056944361,0
4,0,0,0,5.528823345820554,3.491285149714498,5.084909397219022,4.46312312756749,4.720360033118454,5.062318564002149,3.9726026986226026,5.478398446075557,5.319785983786493,4.242541094406863,6.070741096475487,6.520239835443435,6.517851363322203,5.4815251470677095,4.883965360108993,4.9686093622344485,6.628346158032414,5.212486835679563,4.571722046157994,3.9905349069434655,4.756179243333861,6.098065718129149,4.303550678184195,6.807593122571648,5.205161299240537,0,0,0.6564797242917273,0.9566743560590915,0.602541456698835,-1.2892746606151357,-0.6409409013190991,0
5,1,1,1,4.22734320053935,5.38547465803541,6.5918865932164445,4.235885379698527,5.144654016896312,4.624225129448584,5.0193187294293455,1.8714106883075758,4.261375915911252,5.910298435944774,4.031570142990539,4.441417026427588,4.183087652344284,5.111269103980739,5.477197387946573,4.794763676671228,3.766198414294185,2.995462510947483,5.618614283721677,3.509462302666309,6.067897205491072,7.201330397406432,4.752985417994985,3.469753189860058,5.478497294078582,0,0,-1.7836958439562949,0.5971208319438188,-1.1857344245467125,0.741161726041413,1.3217221455726587,0
6,0,1,1,6.17669904854485,4.6293425258320635,6.117254588543839,4.431812559047294,5.540329546001642,4.775832233512316,5.33230992482894,7.807826713768817,4.898587037625023,4.4005029909570155,5.161948129501902,4.210785349549509,5.8648939802260776,4.469685970641282,5.429238120017979,6.017222226194145,3.880649674598413,5.447647116241499,6.853914542178671,4.867545805938654,3.965755867431306,4.18117399263561,3.979284771183812,6.025413820619894,6.324200614995341,0,0,0.2962831015552127,1.6697601040326149,1.3831774118084925,-0.37038887020812483,-1.6121584500249169,0
7,1,0,0,4.438473408798092,3.5113354420805605,4.858876995386657,5.7590073323378475,6.271849934018054,5.625382282730957,5.215531770558598,5.81986042465328,4.866754733552306,6.089228842268479,3.468794597588407,5.880365336066901,6.163416577285963,4.455294977177638,5.689896256518139,5.084209621587691,6.1080035925718565,5.481682526535605,5.980364640851493,4.893496282209208,5.52008457778455,6.074692762425888,5.458347555418575,5.330579983819635,4.803800987487327,0,0,0.32658133610691414,-0.9313500808398588,0.5995370472872248,1.0762606929242842,0.8545793556553899,0
8,0,1,0,7.073993602893836,4.7616302718885,4.691638066359505,7.004348554713132,5.654011636753864,4.08738513640714,4.552633949668891,4.835042377365727,4.0056777465445785,4.55877691762208,5.859770513608872,5.498660246544317,5.3432163546503295,5.107033315891695,3.980272910272306,4.407635286842165,4.137466283452538,5.374355949639995,4.864148928827099,5.539518326408972,4.97881400729898,5.556176990840197,7.85016017676964,4.096135403274235,5.071782065045821,0,0,-0.5145609939801125,-2.2482635075027138,-0.9018205882642684,-0.9966303313378563,-1.1183681366907663,0
9,1,0,1,4.591357358531765,4.990153912418604,5.3260603300126235,5.347260762096781,3.6395971819033184,5.157835141268554,4.0659352556475685,4.64440614876867,6.4977474485848,3.0401119112291344,4.274072036827083,5.374998716994747,4.821576536177516,5.755192105063923,3.6630984079611317,5.737465572651112,4.976439791969505,5.239545578151796,4.087839125317886,4.052946104839923,5.047285496697763,3.71421349528571,4.225867819054646,4.369475196249289,6.1213815696430505,0,0,1.7757564383471869,-0.976777977006928,1.2317820366722485,-0.3216828945058199,-1.3079834158687709,0
