time,col1_boolean,col2_boolean,col3_boolean,col4_boolean,col5_float,col6_float,col7_float,col8_float,col9_float,col10_float,col11_float,col12_float,col13_float,col14_float,col15_float,col16_float,col17_float,col18_float,col19_float,col20_float,col21_float,col22_float,col23_float,col24_float,col25_float,col26_float,col27_float,col28_float,target_boolean,target_boolean2,col31_integer,col32_integer,col33_integer,col34_integer,col35_integer,col36_integer
0,0,1,1,4.439798257254333,5.013965379522072,3.938241512543716,3.366334748975107,4.699957830268457,5.850086464106842,4.281180100532181,4.762751911831696,4.2931294541814315,5.6692209073265785,5.077191896914728,5.874113459532728,4.358780903829598,6.467500867840219,6.22475844586749,3.8621217578448714,7.134263383753833,6.114933725431298,5.454804009875393,3.8393151747246366,5.156889804409995,5.693196855322386,4.529294945482765,3.595156754181252,5.604965888765715,1,0,2.0567387234251435,0.7064636943854082,0.053117400558033705,1.4794554881107085,0.2136950378159671,0
1,0,0,1,4.793654586422259,3.9242000082621367,5.460324997882011,4.561579671439689,6.0961748987587825,6.089635069092884,4.030274489013203,5.056883672213329,3.9358855016828804,4.511174612111315,6.060398957216824,4.1282060227001685,4.864310279779987,3.8818243741223766,3.912936141399709,3.7565017762914072,2.5430846700703813,5.233498941651653,5.4233128204389,3.9528187459056516,4.414053124840712,4.96680601968988,5.309252837352035,6.505133589112949,4.079388042500129,0,1,1.3825452601810668,-1.1214954028654953,-0.5641020708192074,0.1470038626399753,-0.40576464321605915,0
2,0,0,0,5.771438514398073,6.456821810954347,6.379135577669128,4.866834984674865,2.6251323080628874,4.1878734206049515,2.7888338841443687,5.7193448310678034,4.996216008074841,4.545400153648054,3.769267891622425,6.0013719327634885,5.1013452107834105,3.9602533279840992,5.032414053408751,4.658748339032279,4.968560108976966,5.37564352211186,4.641859978479813,5.065380894853596,6.088406530688507,3.885230627405118,2.8089759702270434,5.6883256119936085,8.061240325116053,1,0,-0.05867850723511312,1.0966860188744032,-1.689186065113398,0.17850102386787073,-0.5679347077353696,0
3,1,0,1,5.929723184042635,5.385384573791102,5.67572226682605,5.630202669179038,5.9576473812666,4.849348992775899,4.771250280800954,5.522274986692377,6.091287253248132,6.326104654597217,6.153953524515383,4.350158176095392,4.269587027541559,5.902613905502718,4.983204539089659,3.519002659917969,4.810412524521361,5.518322645476276,4.717170521455761,5.905187410238426,5.446758684984457,5.117461954813744,4.9303944569078,5.2110907495146375,5.379093222468408,0,1,0.23122100644115948,-0.9602417271251509,0.5562913114178862,-0.047004142681459554,-0.22593603022708145,0
4,0,0,0,4.282913375576947,6.167961994761991,5.0270879159600925,4.993827902574204,4.928308795179306,6.651153147387771,4.4429670334425335,3.772684082570053,5.93605692549234,4.445353744281721,4.633706794561032,3.6688241480666295,4.759434912523375,4.051419778620625,3.8970175182596725,5.605196169993658,6.249285616131514,5.176602882486868,4.476294572040443,6.03577620284492,6.122561055320319,4.264172775890639,5.440424658027114,5.696706171397115,6.588351697031472,1,0,-0.3501389176683259,-1.6354355333194246,-0.5118216729525368,-1.481312165379326,0.840447249400858,0
5,1,0,0,2.7582580648346315,4.296866856059229,5.113317383878631,5.875761266915169,5.439885448549503,5.598520289359768,6.342352833765162,5.921771501676051,7.433702764047888,4.823793470994022,5.2903070331523985,5.362417918315803,3.6921131892291035,6.5681560750157395,5.455116388655306,5.58700527173073,5.426095948548363,4.790561295447123,5.629624432192458,6.4739845650173455,6.805143012634781,5.7219986288000575,4.98269763010879,4.347767791543799,5.119498742406903,0,0,-0.15104970293866082,-0.36022382909387507,0.33061924478786603,-0.29022770442157086,0.5033582879008911,0
6,1,0,1,4.278075485934354,6.067416401252393,6.012705400499282,4.639617878803653,6.086651875324343,5.516902324638735,5.186258306948298,3.6006999923781655,6.410641007248965,4.62629363452465,3.9498797605630998,4.037969020712539,5.596347081950665,4.744577838252301,5.079849627045689,2.860824127778249,5.815027576168894,5.161182242994086,4.844643080958345,4.663066791080888,4.05218956570608,6.020461165402184,3.1507881707769494,5.985120643902268,6.046392900997584,1,0,2.439618616421902,-0.5096003536903139,-0.47252669217347687,-0.37505114957671987,0.3952289433972846,0
7,1,1,0,5.235895780521436,6.939193673237893,7.506376294350451,4.969718730158289,4.1654871691360755,5.170788712510824,5.478896194609287,5.961299859141147,5.321785422451129,4.426491299692739,4.859505444762428,5.041170473997797,4.69671967432438,4.344015099985367,4.859954885178368,6.129928893796087,5.74659621396986,6.056213982672016,5.7004290666004405,5.114328125668985,6.486572576864198,4.352886489672569,4.7723412136398355,5.538226514673357,4.580699942637938,0,1,-1.6324465295162744,1.6766405822632335,-1.0820678901822594,0.9953810345678178,0.2166441817261846,0
8,0,1,1,3.947239791010066,5.1369386719732155,4.639510753199053,4.838172649752497,4.5455687793500825,5.829331317663536,5.2136034958537865,4.606731953811589,4.254006961348992,5.604312826482398,5.9719306744192,4.863183360787225,4.876293500327944,2.8911927824679506,4.845521148879402,4.7514858500877235,5.941082408764705,5.698575381974066,5.1277181213670575,5.648100300973697,3.03673367976,4.233895671348824,4.487305729666822,5.552372148573426,6.53724458605444,0,0,0.444156680031305,0.32825075456220915,-0.7164351652437995,1.4856619220062304,1.6051434116034342,0
9,1,0,1,3.9159094701203845,4.241662142126855,4.392837732040675,3.976604143831369,6.47053988293465,5.09516147783081,4.139038092215539,5.594493364695956,5.302312683271897,4.783038527154162,5.108814666379787,5.132988707918796,5.0923350822196065,4.980340845155307,4.150278025085055,5.282048188088423,3.7868020528302253,5.473124225390971,4.743976270369085,4.298997834299733,5.405762456176795,5.926747369567736,4.932302528576107,4.746613537066643,4.2699230755389115,0,1,0.09285916651321822,-1.9237001246354473,1.9737225319450826,1.0622592780631277,0.07788775262394192,0
