time,col1_boolean,col2_boolean,col3_boolean,col4_boolean,col5_float,col6_float,col7_float,col8_float,col9_float,col10_float,col11_float,col12_float,col13_float,col14_float,col15_float,col16_float,col17_float,col18_float,col19_float,col20_float,col21_float,col22_float,col23_float,col24_float,col25_float,col26_float,col27_float,col28_float,target_boolean,target_boolean2,col31_integer,col32_integer,col33_integer,col34_integer,col35_integer,col36_integer
0,0,1,1,5.538239665820061,5.001315402571691,3.8838961431030796,3.646221849228711,4.893696591273021,5.218320354250423,6.612703357719879,4.524432756444896,5.301307225724905,5.40647844452222,4.082596060275618,4.455839134133173,3.59438318530225,5.336172460442363,6.598562948944703,6.138403961474373,4.908955782926815,6.45041819238528,4.328870245880884,3.645154814047391,5.877423856657269,3.683484052575198,5.83297600592241,4.865964982385591,3.961957912683335,0,0,-0.37057954117676073,-0.0016315387119662003,2.124271818204854,0.34395510379589683,1.4012064329720881,0
1,0,0,1,6.449960044849108,4.590171792493773,5.429727302719731,4.511415312107152,5.158861513034632,5.797542520768169,5.291102991200498,7.300552118470934,6.334917198828399,4.214674978284563,5.143916786977232,1.6128298087530482,2.110588476111595,5.244994691578454,6.867136798429307,4.666158532989266,5.221667811409827,4.21861200788833,5.977411820664093,6.126234833826652,4.239705895317739,5.53248473873923,3.9729644891561122,2.79781280358739,3.75273253110723,1,1,-1.451042583053256,-1.8332004089187282,-1.101051444059208,-0.40114207403453106,0.527014862211939,0
2,1,1,0,5.960613826898888,4.091648589551115,4.341458420382672,3.198644213379624,4.77955620759968,7.156086481852016,3.7190995152593946,4.788921364282853,5.856673998040906,4.81652083882196,4.452101376574175,3.2036134841446318,5.9760215943934,5.620517079972601,6.37608049145898,4.270785862488534,5.781817113119566,5.613294091355417,3.7370733189927527,4.805546074251273,4.826012468785289,4.222704302814939,4.800746744850849,2.9118037199944506,5.539179346614098,1,0,2.053536006466883,2.7721508039730405,-0.9049475657211303,0.2243902511027093,-0.6787110128461787,0
3,1,0,0,5.347800219762335,5.142367290236715,5.714959861986181,5.9887330318341006,4.232498835900673,6.974357910177456,6.053818583934825,5.189834796698103,4.339789391780729,5.568813103490718,5.274149162391415,4.513361721451468,6.739084995932086,4.262674923151184,4.611779756145892,5.191358042035317,6.304721442731566,5.920868238316503,4.557915440724001,4.983939618820834,5.452378178313177,5.319098115942076,3.631349091398996,4.087364537942714,3.6545117454683753,0,0,-0.6725250163816083,0.6540596783923912,-0.5685984018173151,0.4008370049781634,0.8267719677380545,0
4,1,0,1,6.303877335036132,5.138791116007669,4.236057240425892,4.079064233585681,4.359522573810535,5.6588548566282,5.701699986196412,3.621871572062017,4.538027037570947,5.295881340082927,3.8831885397499573,4.117339313184268,4.530063236033374,5.406219535992413,6.1330785709207385,4.305003533164546,5.201553434410492,3.8261664652163208,4.640201996013869,5.553851362563355,4.555772919182326,6.710677709719517,3.220299835947177,5.583070130298166,4.979513044390671,0,0,-0.660496446430154,1.2874084453596817,-0.5416577896296251,0.9007521545278547,0.43497861605885807,0
5,1,0,0,5.985559101385058,6.042179532418383,4.4668005864233,4.4849852659720675,4.282157039883854,5.578365705512202,3.923136186056371,5.3830095627399945,5.3339107920540165,5.205779386651935,3.5673280176436846,4.635908070487505,4.555354516683126,4.44439419852862,4.743546535159268,6.056103145429948,5.57803327779199,3.599768890566591,6.542874973618508,4.3542688703973305,5.077491172337042,4.7599545437265895,6.653926405562432,5.185284712332922,6.443363287750344,0,1,0.4781427913965957,-1.0273886299990973,1.2097714742961476,-1.192042369860198,2.3404632176364024,0
6,1,1,0,5.253670774895945,4.84570844937712,4.768258374578665,5.343254994632335,5.742708012676908,7.464449242506242,4.423756116504633,5.422658143419893,3.6733656263071386,5.0351274045117425,6.19878306575694,3.495744107288968,4.150132391124466,3.3705170052457185,4.7838113488642655,5.921451344065142,4.177920819015884,5.590516900198485,5.43070149282628,4.484654060279872,5.8863998770697785,3.860358270892074,5.695925038509755,5.330917243697318,5.2957507651593465,0,0,0.5813389245461513,0.6224878552438926,-1.4321169824878937,0.014126527883479654,-0.7018619279961738,0
7,1,0,0,6.218910356973387,5.755190888593072,4.896534359915219,5.437760694454228,4.340801020398542,5.088999040377944,3.9541702599175026,4.241222665100813,5.515492291029766,5.596574958225973,3.981764647662673,7.457916302921785,5.695465277160352,5.638792465097847,5.38430046384186,6.669933145231357,3.8424218360985325,4.581339192334532,3.422433892484813,5.262248445393823,2.980256476956988,4.3229255443945345,5.882736267531404,5.72005392718615,6.3206568912565,0,1,-2.168278674387414,-0.8005339368004167,-0.47410705848754786,-1.6020334753154477,0.09267043052479025,0
8,0,1,0,2.863154910831401,5.1461954279705004,4.6673139829861965,4.5253976600472186,6.221771445253879,6.002812030573034,5.276022530512803,4.066157427071138,5.690293008943364,4.33546665885888,5.019484470503838,5.047941099697187,6.288793772810877,5.6105578664321465,4.595683068004604,2.5032403297193175,3.6635545755327374,2.472942999502476,5.970129433477809,5.6934119469830815,4.111438484666,3.288374198644057,4.4068109754035065,4.82812525880799,5.95430420654321,0,1,-0.02659746050002862,1.1698191401445681,0.6734061202253849,-1.8226369729180245,-1.0918368961663916,0
9,0,1,1,5.5616753531289,5.622875944613051,5.655228157688831,4.00071148243092,4.731226442712732,3.3918640242806903,3.8492018956883456,5.2549907345716305,6.463201362430485,5.713316369452817,4.686743344626566,4.197207792834834,7.086984985848815,4.883854105639946,5.988970823462666,3.851540187174699,3.5223899826809775,6.021294425865773,5.1085400486599815,4.057275122261841,6.415686152025342,4.362357511832487,5.55875702024176,3.3948735444744322,6.116423195067874,0,1,-0.665864471405139,-0.4000724440183537,-0.8192868321176511,-0.37190627641648344,-1.9112248229102244,0
