time,col1_boolean,col2_boolean,col3_boolean,col4_boolean,col5_float,col6_float,col7_float,col8_float,col9_float,col10_float,col11_float,col12_float,col13_float,col14_float,col15_float,col16_float,col17_float,col18_float,col19_float,col20_float,col21_float,col22_float,col23_float,col24_float,col25_float,col26_float,col27_float,col28_float,target_boolean,target_boolean2,col31_integer,col32_integer,col33_integer,col34_integer,col35_integer,col36_integer
0,0,0,1,6.511945504611168,5.833137574660185,4.597105629172536,6.226177407681433,5.5428521730135065,3.648349174912709,5.444289213931801,4.967758371314083,3.5461802616909295,5.028087813870504,5.3871470059294175,6.5044847471509915,5.938590045092443,3.994347086905163,5.722399773301138,5.624125181811452,5.012648491525291,5.488227988984926,4.772577312124608,5.783733469031294,3.631036731140717,4.018981856488253,5.773644825731401,3.2778461302916697,6.1044282214569305,1,1,1.5682396940267065,0.705451108817849,0.07494501141121131,0.5788306583962766,-0.15123983621475534,0
1,0,1,0,6.182306470163915,4.898475378954451,5.399392675138304,6.346056214329951,4.878169939204933,2.4920994502571943,5.529247154851589,5.954938393905385,7.248265869188739,6.708532442689215,4.678605771393716,5.800358913100206,3.3984550377332337,4.285895960721171,4.6565469842360505,4.466732749187142,4.845337678573028,4.329725783052813,5.446356555846966,5.081356392775665,3.983619292661878,4.832864014794144,5.2183175997500815,4.755695747659532,4.375875474642634,0,0,-1.7245708738161158,-1.3113851381310446,1.0861126050075611,-0.01999377021176608,-1.4286320689527106,0
2,0,1,1,3.9876887737483404,3.9010155601663037,5.381276787456474,3.7414512518984466,5.499920833315623,4.758766526288081,3.404057328186977,6.695798541982786,4.957761831563476,6.132742034344932,6.020715462054291,4.6208351399514145,4.946279383015613,5.3192432180892455,3.7632099354658215,7.398211033928613,5.330175920209663,5.192508962806915,5.020092472802055,6.538291681561105,5.612214400652902,5.018038810559445,5.54518284546992,6.019459099893526,5.0702561645145074,1,1,-0.25821800607979783,-0.3375719371824396,0.9596807259509794,0.07862026408149596,-1.2207713890973233,0
3,0,1,0,6.005586588087813,3.925953918320534,4.972736907760769,3.7104475751712718,4.849812598783532,3.91333834109404,5.022102365625135,5.84368789515527,4.876623407293055,6.393857857480184,5.418511504103598,4.150169038924922,4.663024940713793,4.768388776240174,4.6795885855792445,5.529092012188668,3.6051276881041145,5.497339849115364,4.225958138279901,5.866012141704144,4.739678194762764,4.883241666342796,6.240610973110202,4.507401223191821,4.370496879084809,0,1,-0.19860294580141447,1.3673288178906569,-0.4030652281598421,-1.1134228373036263,-1.1294109487866226,0
4,0,1,0,5.050571423888986,6.226118582191485,5.161112209717782,4.543474489938993,4.559840459802137,7.170238754239657,5.407430930995645,5.937013573698539,5.987321386935029,5.505419916874425,4.395675604752255,6.128036070943235,6.275987022176314,3.546376270917765,4.714398189492049,4.988745610484285,4.551314086604394,5.682933179899079,4.3085023725449565,3.401827358620225,2.314663206922565,6.434908047204393,6.632284225208823,4.869561916229515,5.7247127312681245,1,1,-1.4514462123122445,0.08027247425781592,-0.4366061930050747,-0.172631261847171,0.7173213604559606,0
5,1,1,0,5.831167044621626,4.755569034071093,5.123090003757507,4.087245177524171,4.061763194675293,6.241986958995036,5.548321287477702,4.951823736177342,5.191972548799896,5.394952401899447,3.67550128149937,4.220237047763018,3.5296719072845324,6.278474054571857,3.5715091243513886,4.997633295772101,3.712885668361288,6.0049062993564135,3.689898588679447,5.10538006725939,5.86001350251872,5.463258768087718,3.444775707948792,4.300480047298791,5.435566346804937,0,1,0.47626996791308235,3.0094483789906197,-0.4921079120171267,-0.12855958601375314,0.35410199155506544,0
6,1,0,1,5.465158594002644,5.739905335758364,5.475668862869808,5.565959693737535,4.639018227974469,5.772331546865132,5.40972610323716,4.328878816229182,6.614590230288827,6.002841957561653,4.459299764256586,7.109835759943705,6.673814877598492,4.096262908973042,5.324172494809015,4.177640328157602,2.6678155038750826,6.19995376480737,3.56810594317133,5.560722704672182,4.808159225216961,6.0993098839961535,4.455925299455565,4.879225419817041,3.807359529799312,1,0,-0.29282393936362,-0.33392361193126824,0.12245448988385667,-0.5472676687670498,-0.8254078028886344,0
7,0,0,1,5.249237641607953,5.960059924608639,6.252200616305518,7.526760325984553,6.696997998787519,5.0043177817473845,5.148811038889948,4.7708208774108956,4.169463564343999,6.496429797696106,6.149135507461109,5.58692695562126,5.002544783124626,5.3994980559870465,4.42971319430512,4.841465568791383,4.540440416708782,4.204119994249341,4.6703363824215955,4.554967191307863,5.236673091762098,6.275233688853929,5.686587753487299,4.970943320435889,6.027968184725535,1,1,-0.04100463664269624,-0.2203350928407284,-0.7049314413908628,-1.7123595187710228,0.03647816902676465,0
8,1,0,0,4.577917672310561,6.272170405709576,3.6249133869740873,7.224636987494211,4.781872952439503,4.390645855509957,5.918436346662591,5.439912188017517,4.420469134612475,3.3273204257931757,4.413737789581344,5.805165781388368,6.211571079501686,5.654239633855291,6.09841571118587,4.400377210874788,5.732395045869268,4.2542729297008135,4.931802292178359,6.133216973659718,5.186240969369734,4.376518909944815,5.0205857295987215,3.6875040027004715,1.3473007430965716,0,0,0.06897526092841968,-0.5682322930820236,2.975550160649944,1.505365943465986,0.3557926802519218,0
9,1,0,1,5.0643529983180375,4.891423713066898,5.128222799823515,4.869264904780666,5.499482420841052,4.914829632115357,3.8210361887248814,5.1075036409043175,5.963095240328274,6.123875451690781,5.108247284651864,5.200694259884508,5.9184362130960775,3.54154580930736,4.156078995457219,7.007601657942477,4.352535977152915,3.619321429044507,5.23563945124659,5.185885831043432,4.354995636404117,5.738615553199184,4.836187415978705,4.846447083956859,5.242024656855019,1,0,0.7131651638020867,-0.032894766369903405,-0.1676842897946901,-0.7893714077579076,-1.9059095271298307,0
