time,col1_boolean,col2_boolean,col3_boolean,col4_boolean,col5_float,col6_float,col7_float,col8_float,col9_float,col10_float,col11_float,col12_float,col13_float,col14_float,col15_float,col16_float,col17_float,col18_float,col19_float,col20_float,col21_float,col22_float,col23_float,col24_float,col25_float,col26_float,col27_float,col28_float,target_boolean,target_boolean2,col31_integer,col32_integer,col33_integer,col34_integer,col35_integer,col36_integer
0,0,0,1,4.510025722202967,3.114005378187681,4.408315138800981,4.9622518222491125,4.814964372468397,5.393532899498431,3.7531646712727724,4.995740057134515,5.538917333111904,4.453714874516125,4.454106040434441,4.694721750178318,3.9808688316847443,5.523539386996577,4.481357617838255,5.318018066747251,4.179767369972036,4.513373244790023,4.700611165761519,4.18746862175591,5.631366665647053,5.875419824348664,5.0289716539924605,3.6123925002687223,4.910792673913129,1,0,-0.14430201876138107,0.9030518648005089,-1.8557457636985537,1.3082016457858423,0.4313514568710855,0
1,1,0,0,4.176591853185021,5.1584376100432285,2.484096405920751,4.471028259727403,5.997333760860195,5.22640297616731,5.135967167818935,4.042886461343054,5.137259707866295,5.954538998180187,5.651914412103653,4.450583609719283,5.2883787224989405,3.4757016484927927,5.927702099776139,4.617071097605294,4.884642249003412,4.418833178699771,4.133497461577066,6.330627837480996,5.27791782445256,4.792521062306624,5.537843927484463,4.18563510200052,6.434116015274808,1,0,-2.2686475376771793,-0.48602743260714487,-0.06178643255226797,-1.5416526078077815,-1.6048897054766416,0
2,1,0,0,4.645286717420412,3.9365112032429206,4.895220228856766,6.17718174608755,4.394287723060986,4.391929632997851,5.72586580840198,4.217109713412645,4.97432600739399,5.45473819650888,4.945546639517274,4.793124478963241,5.353923626334736,4.656931270366253,4.541294337239643,4.081779342320326,4.129437881479973,4.546492912568742,4.687246710227744,6.281888159327633,5.750660539217777,3.699024794242064,5.0605483696514115,6.390155966826177,5.703795179311291,1,1,-0.8648314119404886,-0.364810346230055,-0.7072108296879461,-0.611518987138916,1.6416324519079597,0
3,1,1,0,3.331264595847017,5.187146918409006,4.328152783636143,5.775092664542523,5.206890247330742,2.6614193552666943,5.750460427552168,5.231994019930705,7.0866526981860725,5.6176942487035895,5.599881877281977,5.571330182349246,4.686803899410342,6.522810641024437,3.4570659160948956,4.363742488688613,4.145709623377546,5.26449883898157,5.399374308408676,6.30867776589559,5.822865483576106,6.693275635298286,3.574276784835778,3.0852641593457544,7.085526789985224,1,0,-1.259463607996392,-0.8609927423544264,-0.6537082714047211,0.6827169751562605,0.4227735827376109,0
4,1,1,0,6.975385689445508,6.104520333372744,5.0367126796655235,4.0248415168974985,4.022992904572018,5.449974330059685,3.4914539535655904,4.435564972678106,6.028963732244094,4.329155132931606,5.082202702171149,3.549511374670359,2.8944100637485803,3.6239943619877906,5.5076146047546795,4.205322885397316,2.5578081214745483,5.564772638964471,5.597972593441145,5.911507953422025,6.38391392603589,4.797914377233831,4.851312933090449,4.473533721652455,2.741743836067798,1,1,-1.2652822331888218,-1.8686982842865452,1.2126333615708784,-0.45481468221712795,-0.4259415337180223,0
5,0,0,1,2.5595456490467052,5.844666119578604,4.1583857556551145,6.366123044140777,3.899368064855256,4.789413796343433,4.702791250552784,3.2816106892037715,5.593949934917484,3.6151472298355394,5.189596342807846,6.406620596347994,5.725236522558462,7.147479193433247,7.128110820342536,6.234178059668132,5.382276521501854,5.150181098072218,5.724840885489645,2.113538524740192,5.464058642657179,6.491591767540623,4.5792579122417285,5.783397779407002,5.5339748786559,1,0,2.225692930671237,1.0844936833851755,-0.9906885343474332,1.0614013163493454,-1.4653455515645273,0
6,1,1,0,4.778369622780884,3.9525935017916813,4.631494175156766,6.31464706377739,5.76169750235953,4.980456828603008,6.039199049341861,4.047054559094325,3.808384813754331,6.034626611705452,5.952410335854648,5.63099229239193,4.35340793932567,4.739166538935603,4.443055987288565,6.445141832158956,5.332921150394719,4.998767477120741,5.552441587759175,5.450044653630605,5.851949939329947,4.250156306315264,4.382013974317972,4.013091279552781,4.128027657535879,1,1,-0.18806027233408054,-0.2828803114532034,-0.6251071020187857,1.0078452699387928,0.5356178478220514,0
7,1,1,0,6.2388443698643945,6.945997032141193,3.775782749437857,7.019842256760033,5.036913433340531,5.35377543753374,5.16055135414787,6.551318095231066,5.610804749908915,6.244635634331651,6.666802728931101,5.0895392873969065,5.000735834386396,4.324909748471077,6.083529678165586,6.10495637509705,5.601264365214704,5.544845130454096,4.369067947120008,3.3916981970440387,4.85998683957963,4.301925538468464,5.036488660385742,3.835827450301083,5.258669978894586,0,0,-1.798310704783019,1.403854734118112,0.9850838604334549,-1.1969908124191722,-0.7328688700255077,0
8,1,1,1,4.138511698581323,3.62717478746828,4.135356908106032,5.734637357340582,5.713631333622066,5.796085784873446,5.479678386784086,4.5459147187867925,6.62281939508796,3.324798284003175,4.521908644398314,4.737358384687082,3.848085538319812,6.9700104542779036,5.084480460335695,5.78506403223607,5.505290937640338,3.058696866815615,4.796928381755329,4.260478244263898,4.578904340022173,6.295710440972053,4.927086637964903,6.132185289427173,5.120887354903291,0,1,0.4397925291535763,0.6943608643990794,-1.2896969344165552,-0.8524704557577087,0.9995096186021964,0
9,0,0,1,4.2500688039850605,3.5376803033559283,5.83306450171068,4.818822871693769,5.316949292712181,4.032155244401121,4.661680740184049,6.1514194322966205,6.673557138372956,3.714419218028641,3.968651259484863,6.346906020788266,4.659726040055078,4.577401805549409,4.049012990721119,5.078409066365011,4.124511604965175,4.795519464473773,4.748942338327076,4.541172066844758,5.81202956652398,6.298950006381582,5.101104206187939,5.245501283022136,5.277642178322781,1,1,-0.02444981102514051,-1.4808919253473791,-1.1048811472643445,-2.6022433759606383,-0.9446129717787494,0
